Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-30 09:30:00-05:00,3341.0,3341.199951171875,3331.080078125,3332.169921875,87739,0,0
2020-12-30 09:31:00-05:00,3333.06005859375,3337.784912109375,3332.68994140625,3336.1455078125,18624,0,0
2020-12-30 09:32:00-05:00,3336.66748046875,3342.10009765625,3336.66748046875,3337.4951171875,29879,0,0
2020-12-30 09:33:00-05:00,3337.5,3337.5,3333.45361328125,3335.97998046875,13581,0,0
2020-12-30 09:34:00-05:00,3328.125,3328.125,3328.125,3328.125,21119,0,0
2020-12-30 09:35:00-05:00,3328.0,3330.929931640625,3326.965087890625,3326.965087890625,22367,0,0
2020-12-30 09:36:00-05:00,3325.0,3327.466796875,3322.85009765625,3323.8798828125,29752,0,0
2020-12-30 09:37:00-05:00,3324.889892578125,3326.419921875,3323.929931640625,3323.929931640625,19974,0,0
2020-12-30 09:38:00-05:00,3328.47998046875,3332.60107421875,3327.090087890625,3330.22998046875,19930,0,0
2020-12-30 09:39:00-05:00,3328.2900390625,3330.0,3327.280029296875,3327.280029296875,11852,0,0
2020-12-30 09:40:00-05:00,3327.0,3328.949951171875,3326.375,3328.949951171875,12101,0,0
2020-12-30 09:41:00-05:00,3332.229736328125,3333.81005859375,3330.68505859375,3330.68505859375,16416,0,0
2020-12-30 09:42:00-05:00,3331.639892578125,3331.639892578125,3328.5,3328.5,11118,0,0
2020-12-30 09:43:00-05:00,3328.814208984375,3329.4599609375,3325.64501953125,3326.175048828125,13757,0,0
2020-12-30 09:44:00-05:00,3331.27490234375,3331.27490234375,3330.0,3330.39990234375,8356,0,0
2020-12-30 09:45:00-05:00,3329.7099609375,3330.885009765625,3323.94873046875,3324.75,14099,0,0
2020-12-30 09:46:00-05:00,3321.5,3325.7109375,3320.449951171875,3325.7099609375,27606,0,0
2020-12-30 09:47:00-05:00,3324.760009765625,3329.0,3323.696044921875,3328.533203125,13250,0,0
2020-12-30 09:48:00-05:00,3327.0,3329.22998046875,3326.909912109375,3329.0,9557,0,0
2020-12-30 09:49:00-05:00,3328.5,3331.322021484375,3327.89990234375,3328.590087890625,10001,0,0
2020-12-30 09:50:00-05:00,3329.139892578125,3329.340087890625,3325.885009765625,3325.889892578125,11948,0,0
2020-12-30 09:51:00-05:00,3325.446044921875,3326.3798828125,3324.530029296875,3325.040283203125,6841,0,0
2020-12-30 09:52:00-05:00,3324.830078125,3324.830078125,3322.02099609375,3323.27001953125,15464,0,0
2020-12-30 09:53:00-05:00,3324.510009765625,3325.47998046875,3324.02001953125,3324.771484375,4127,0,0
2020-12-30 09:54:00-05:00,3323.320068359375,3325.125,3323.320068359375,3325.125,5956,0,0
2020-12-30 09:55:00-05:00,3326.43994140625,3326.43994140625,3325.7900390625,3326.06005859375,9112,0,0
2020-12-30 09:56:00-05:00,3325.284912109375,3327.169921875,3323.02001953125,3326.360107421875,12793,0,0
2020-12-30 09:57:00-05:00,3326.339111328125,3327.3798828125,3323.820068359375,3323.820068359375,8632,0,0
2020-12-30 09:58:00-05:00,3325.489990234375,3325.489990234375,3323.510009765625,3325.0,5822,0,0
2020-12-30 09:59:00-05:00,3325.4599609375,3328.0,3325.4599609375,3327.592041015625,10249,0,0
2020-12-30 10:00:00-05:00,3328.530029296875,3328.854736328125,3326.06494140625,3327.135009765625,8548,0,0
2020-12-30 10:01:00-05:00,3326.89990234375,3327.6201171875,3323.510009765625,3324.7451171875,9394,0,0
2020-12-30 10:02:00-05:00,3324.4599609375,3326.4599609375,3324.43994140625,3325.3798828125,6902,0,0
2020-12-30 10:03:00-05:00,3324.580078125,3325.1298828125,3322.10009765625,3324.949951171875,8947,0,0
