Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-30 09:30:00-05:00,530.1300048828125,533.2575073242188,529.5,531.5499877929688,52112,0,0
2020-12-30 09:31:00-05:00,531.5469970703125,532.915283203125,530.5001220703125,530.5001220703125,9552,0,0
2020-12-30 09:32:00-05:00,530.989990234375,531.7399291992188,529.6599731445312,529.6699829101562,15768,0,0
2020-12-30 09:33:00-05:00,529.7999877929688,529.9638061523438,528.5999755859375,529.3049926757812,17820,0,0
2020-12-30 09:34:00-05:00,528.0,529.3300170898438,527.0999755859375,527.43359375,20507,0,0
2020-12-30 09:35:00-05:00,527.2999877929688,528.5599975585938,527.2999877929688,528.010009765625,11927,0,0
2020-12-30 09:36:00-05:00,528.0,528.6099853515625,527.7899780273438,528.4949951171875,8196,0,0
2020-12-30 09:37:00-05:00,528.0,528.4600219726562,528.0,528.2000122070312,8073,0,0
2020-12-30 09:38:00-05:00,528.0650024414062,528.5750122070312,527.8400268554688,527.8400268554688,10666,0,0
2020-12-30 09:39:00-05:00,526.6500244140625,526.97998046875,526.5800170898438,526.97998046875,10312,0,0
2020-12-30 09:40:00-05:00,526.6099853515625,526.8599853515625,526.6099853515625,526.8599853515625,14658,0,0
2020-12-30 09:41:00-05:00,526.5900268554688,526.5900268554688,526.2899780273438,526.3696899414062,12586,0,0
2020-12-30 09:42:00-05:00,526.4099731445312,527.0,526.3699951171875,526.4400024414062,13550,0,0
2020-12-30 09:43:00-05:00,526.4600219726562,526.6334228515625,526.3699951171875,526.5850219726562,11804,0,0
2020-12-30 09:44:00-05:00,526.8125,526.8125,526.3499755859375,526.3499755859375,7193,0,0
2020-12-30 09:45:00-05:00,526.3936157226562,526.7252197265625,526.0499877929688,526.0499877929688,13481,0,0
2020-12-30 09:46:00-05:00,525.3300170898438,525.5084838867188,525.0800170898438,525.2999877929688,15915,0,0
2020-12-30 09:47:00-05:00,525.844970703125,525.844970703125,525.844970703125,525.844970703125,7878,0,0
2020-12-30 09:48:00-05:00,526.3599853515625,527.0050048828125,526.1199951171875,527.0050048828125,10395,0,0
2020-12-30 09:49:00-05:00,526.75,526.75,526.469970703125,526.5435180664062,4982,0,0
2020-12-30 09:50:00-05:00,526.4716186523438,526.4716186523438,525.7000122070312,525.7000122070312,6770,0,0
2020-12-30 09:51:00-05:00,525.25,525.4199829101562,524.97998046875,525.25,16319,0,0
2020-12-30 09:52:00-05:00,525.010009765625,525.051025390625,524.5499877929688,524.8400268554688,12444,0,0
2020-12-30 09:53:00-05:00,524.75,524.8400268554688,524.0,524.2000122070312,10721,0,0
2020-12-30 09:54:00-05:00,524.0,524.6295166015625,523.760009765625,524.2213134765625,10844,0,0
2020-12-30 09:55:00-05:00,524.6599731445312,525.0800170898438,524.4249877929688,524.989990234375,22511,0,0
2020-12-30 09:56:00-05:00,525.25,525.69287109375,525.25,525.389892578125,11528,0,0
2020-12-30 09:57:00-05:00,525.3499755859375,525.6400146484375,525.2150268554688,525.3300170898438,4901,0,0
2020-12-30 09:58:00-05:00,525.5,526.3535766601562,525.3400268554688,525.8400268554688,8691,0,0
2020-12-30 09:59:00-05:00,526.0,526.8400268554688,526.0,526.8300170898438,5984,0,0
2020-12-30 10:00:00-05:00,526.9859008789062,527.3599853515625,526.7100219726562,527.3599853515625,11454,0,0
2020-12-30 10:01:00-05:00,527.4899291992188,527.6300048828125,527.1600952148438,527.6300048828125,9215,0,0
2020-12-30 10:02:00-05:00,527.6699829101562,528.27001953125,527.4085083007812,527.7860107421875,16140,0,0
2020-12-30 10:03:00-05:00,527.6599731445312,528.739990234375,527.239990234375,528.3201293945312,16448,0,0
2020-12-30 10:04:00-05:00,528.3599853515625,528.760009765625,527.7127075195312,527.760009765625,7752,0,0
2020-12-30 10:05:00-05:00,527.780029296875,528.47998046875,527.4705200195312,528.469970703125,10747,0,0
2020-12-30 10:06:00-05:00,528.3099975585938,528.5,528.0,528.13330078125,8052,0,0
2020-12-30 10:07:00-05:00,527.8699951171875,528.25,527.7899780273438,528.1599731445312,7918,0,0
