2020-11-07 19:36:29.521888,461.53

2020-11-07 19:38:29.586374,461.55

2020-11-07 19:40:29.642732,461.18

2020-11-07 19:42:29.706603,461.43

2020-11-07 19:44:29.787232,461.98

2020-11-07 19:46:29.855728,461.65

2020-11-07 19:48:29.918346,461.49

2020-11-07 19:52:30.054534,460.8

2020-11-07 19:54:30.240031,461.4

2020-11-07 19:56:30.408794,461.92

2020-11-07 19:58:30.527468,462.08

2020-11-07 20:00:30.655412,462.21

2020-11-07 20:02:30.777537,462.28

2020-11-07 20:04:30.908081,462.47

2020-11-07 20:06:30.962626,462.65

2020-11-07 20:08:31.021635,461.78

2020-11-07 20:10:31.071637,461.85

2020-11-07 20:12:31.125186,461.9

2020-11-07 20:14:31.178240,461.69

2020-11-07 20:16:31.229278,460.84

2020-11-07 20:18:31.281327,460.31

2020-11-07 20:20:31.337886,460.52

2020-11-07 20:22:31.395897,460.59

2020-11-07 20:24:31.443906,460.83

2020-11-07 20:26:31.571752,461.06

2020-11-07 20:28:31.667242,461.04

2020-11-07 20:30:31.778797,461.09

2020-11-07 20:32:31.848915,461.94

2020-11-07 20:34:31.913145,462.23

2020-11-07 20:36:32.014706,462.47

2020-11-07 20:38:32.100430,463.19

2020-11-07 20:40:32.206008,463.63

2020-11-07 20:42:32.292795,463.02

2020-11-07 20:44:32.369228,462.0

2020-11-07 20:46:32.452510,461.77

2020-11-07 20:48:32.557318,461.3

2020-11-07 20:50:32.646669,461.05

2020-11-07 20:52:32.718142,461.55

2020-11-07 20:54:32.833159,462.11

2020-11-07 20:56:32.921896,462.46

2020-11-07 20:58:32.989509,462.6

2020-11-07 21:00:33.077919,462.68

2020-11-07 21:02:33.197392,463.46

2020-11-07 21:04:33.283290,462.86

2020-11-07 21:06:33.381222,462.11

2020-11-07 21:08:33.453174,461.77

2020-11-07 21:10:33.550445,462.34

2020-11-07 21:12:33.632101,462.7

2020-11-07 21:14:33.706446,462.54

2020-11-07 21:16:33.781470,462.94

2020-11-07 21:18:33.849827,464.8

2020-11-07 21:20:33.939685,464.04

2020-11-07 21:22:34.054716,463.71

2020-11-07 21:24:34.175032,464.56

2020-11-07 21:26:34.276481,464.79

2020-11-07 21:28:34.415193,464.94

2020-11-07 21:30:34.512137,464.26

2020-11-07 21:32:34.641282,463.5

2020-11-07 21:34:34.719571,463.23

2020-11-07 21:36:34.792508,462.43

2020-11-07 21:38:34.904839,462.31

2020-11-07 21:40:34.992008,462.92

2020-11-07 21:42:35.066256,462.59

2020-11-07 21:44:35.149469,462.15

2020-11-07 21:46:35.260833,462.29

2020-11-07 21:48:35.350543,461.67

2020-11-07 21:50:35.431918,461.69

2020-11-07 21:52:35.505125,461.68

2020-11-07 21:54:35.582798,462.61

2020-11-07 21:56:35.658539,463.03

2020-11-07 21:58:35.738909,461.73

2020-11-07 22:00:35.817322,461.72

2020-11-07 22:02:35.904004,461.54

2020-11-07 22:04:35.999571,462.03

2020-11-07 22:06:36.080147,461.29

2020-11-07 22:08:36.155344,460.68

2020-11-07 22:10:36.313321,461.24

2020-11-07 22:12:36.410962,461.02

2020-11-07 22:14:36.499125,460.22

2020-11-07 22:16:36.577845,461.14

2020-11-07 22:18:36.698838,461.72

2020-11-07 22:20:36.792739,461.62

2020-11-07 22:22:36.881120,461.38

2020-11-07 22:24:36.992217,461.27

2020-11-07 22:26:37.087080,460.63

2020-11-07 22:28:37.184844,460.36

2020-11-07 22:30:37.241703,460.05

2020-11-07 22:32:37.387407,460.03

2020-11-07 22:34:37.469179,457.22

2020-11-07 22:36:37.579288,458.91

2020-11-07 22:38:37.685615,460.1

2020-11-07 22:40:37.798225,460.66

2020-11-07 22:42:37.908215,461.15

2020-11-07 22:44:38.025923,462.29

2020-11-07 22:46:38.159692,462.02

2020-11-07 22:48:38.349321,463.19

2020-11-07 22:50:38.532781,463.23

2020-11-07 22:52:38.676398,463.63

2020-11-07 22:54:38.827637,463.95

2020-11-07 22:56:38.966223,463.98

2020-11-07 22:58:39.137013,463.89

2020-11-07 23:00:39.330883,463.19

2020-11-07 23:02:39.494175,462.35

2020-11-07 23:04:39.666995,462.0

2020-11-07 23:06:39.840083,462.69

2020-11-07 23:08:39.980666,461.33

2020-11-07 23:10:40.148534,460.32

2020-11-07 23:12:40.302518,460.42

2020-11-07 23:14:40.485248,460.2

2020-11-07 23:16:40.664948,459.59

2020-11-07 23:18:40.832766,459.38

2020-11-07 23:20:40.963961,459.07

2020-11-07 23:22:41.099279,458.13

2020-11-07 23:24:41.240742,458.64

2020-11-07 23:26:41.390428,458.32

2020-11-07 23:28:41.564573,458.62

2020-11-07 23:30:41.749095,460.37

2020-11-07 23:32:41.898951,459.31

2020-11-07 23:34:42.083165,458.87

2020-11-07 23:36:42.275819,458.01

2020-11-07 23:38:42.461115,456.74

2020-11-07 23:40:42.627575,455.51

2020-11-07 23:42:42.821391,455.31

2020-11-07 23:44:42.994735,453.3

2020-11-07 23:46:43.149367,454.45

2020-11-07 23:48:43.303393,453.47

2020-11-07 23:50:43.483542,452.97

2020-11-07 23:52:43.617986,452.95

2020-11-07 23:54:43.757904,450.33

2020-11-07 23:56:43.916834,450.0

2020-11-07 23:58:44.041587,446.59

2020-11-08 00:00:44.154754,446.27

2020-11-08 00:02:44.284844,450.7

2020-11-08 00:04:44.432156,449.86

2020-11-08 00:06:44.592669,450.25

2020-11-08 00:08:44.735890,449.78

2020-11-08 00:10:44.926820,446.41

2020-11-08 00:12:45.141428,447.47

2020-11-08 00:14:45.278560,443.68

2020-11-08 00:16:45.454527,443.45

2020-11-08 00:18:45.580664,442.63

2020-11-08 00:20:45.702010,441.68

2020-11-08 00:22:45.851169,442.71

2020-11-08 00:24:46.064822,441.45

2020-11-08 00:26:46.292339,443.23

2020-11-08 00:28:46.554007,445.28

2020-11-08 00:30:46.674698,445.33

2020-11-08 00:32:46.783772,447.52

2020-11-08 00:34:46.928839,448.84

2020-11-08 00:36:47.164012,447.6

2020-11-08 00:38:47.362056,447.91

2020-11-08 00:40:47.556096,447.18

2020-11-08 00:42:47.786386,446.75

2020-11-08 00:44:48.018403,446.5

2020-11-08 00:46:48.260774,446.27

2020-11-08 00:48:48.391872,446.41

2020-11-08 00:50:48.537988,446.24

2020-11-08 00:52:48.650120,447.26

2020-11-08 00:54:48.805066,447.92

2020-11-08 00:56:48.948304,448.04

2020-11-08 00:58:49.173225,446.95

2020-11-08 01:00:49.340929,447.48

2020-11-08 01:02:49.449358,448.97

2020-11-08 01:04:49.542173,449.42

2020-11-08 01:06:49.647466,449.72

2020-11-08 01:08:49.734619,449.18

2020-11-08 01:10:49.818095,449.01

2020-11-08 01:12:49.904703,448.29

2020-11-08 01:14:50.064982,446.42

2020-11-08 01:16:50.172804,445.64

2020-11-08 01:18:50.289921,445.19

2020-11-08 01:20:50.367828,445.37

2020-11-08 01:22:50.488695,443.89

2020-11-08 01:24:50.617832,442.87

2020-11-08 01:26:50.722058,442.73

2020-11-08 01:28:50.867755,444.05

2020-11-08 01:30:51.004315,446.32

2020-11-08 01:32:51.163925,447.98

2020-11-08 01:34:51.244706,448.28

2020-11-08 01:36:51.375850,448.94

