2020-10-29 19:53:18.412911,32,1877.8,0.21428571428571427

2020-10-29 19:55:18.630982,33,1878.53,-0.07142857142857142

2020-10-29 19:57:18.777030,34,1879.12,0.07142857142857142

2020-10-29 19:59:18.985768,35,1879.2,0.07142857142857142

2020-10-29 20:01:19.097749,36,1879.05,0.07142857142857142

2020-10-29 20:03:19.292577,37,1878.89,0.07142857142857142

2020-10-29 20:05:19.421879,38,1878.27,0.21428571428571427

2020-10-29 20:07:19.616747,39,1877.42,-0.09285714285714285

2020-10-29 20:09:19.786592,40,1877.81,0.21428571428571427

2020-10-29 20:11:19.923809,41,1878.3,-0.07142857142857142

2020-10-29 20:13:20.118035,42,1877.87,0.21428571428571427

2020-10-29 20:15:20.293429,43,1877.88,0.0

2020-10-29 20:17:20.486544,44,1877.76,-0.14285714285714285

2020-10-29 20:19:20.685371,45,1878.13,-0.14285714285714285

2020-10-29 20:21:20.824707,46,1878.49,-0.2857142857142857

2020-10-29 20:23:20.964109,47,1878.27,-0.14285714285714285

2020-10-29 20:25:21.147274,48,1878.25,0.0

2020-10-29 20:27:21.315909,49,1877.7,-0.2857142857142857

2020-10-29 20:29:21.502364,50,1877.18,-0.14285714285714285

2020-10-29 20:31:21.686048,51,1877.52,-0.2857142857142857

2020-10-29 20:33:21.827513,52,1877.48,-0.2857142857142857

2020-10-29 20:35:22.028001,53,1876.52,-0.2857142857142857

2020-10-29 20:37:22.209700,54,1876.24,-0.2857142857142857

2020-10-29 20:39:22.470876,55,1876.37,-0.14285714285714285

2020-10-29 20:41:22.623421,56,1876.35,-0.14285714285714285

2020-10-29 20:43:22.819731,57,1876.34,-0.14285714285714285

2020-10-29 20:45:22.968757,58,1875.64,-0.2857142857142857

2020-10-29 20:47:23.256689,59,1876.14,-0.14285714285714285

2020-10-29 20:49:23.688431,60,1876.62,-0.14285714285714285

2020-10-29 20:51:23.860714,61,1875.31,-0.2857142857142857

