Datetime,CLOSE
2020-11-30 23:30:00,282.0350036621094
2020-11-30 23:31:00,280.9599914550781
2020-11-30 23:32:00,280.260009765625
2020-11-30 23:33:00,279.2300109863281
2020-11-30 23:34:00,279.8299865722656
2020-11-30 23:35:00,280.6499938964844
2020-11-30 23:36:00,281.3599853515625
2020-11-30 23:37:00,280.3349914550781
2020-11-30 23:38:00,281.1400146484375
2020-11-30 23:39:00,281.4700012207031
2020-11-30 23:40:00,281.79998779296875
2020-11-30 23:41:00,282.1199951171875
2020-11-30 23:42:00,282.6600036621094
2020-11-30 23:43:00,282.3699951171875
2020-11-30 23:44:00,283.7449951171875
2020-11-30 23:45:00,283.1300048828125
2020-11-30 23:46:00,282.45001220703125
2020-11-30 23:47:00,283.125
2020-11-30 23:48:00,282.0899963378906
2020-11-30 23:49:00,282.17999267578125
2020-11-30 23:50:00,282.343505859375
2020-11-30 23:51:00,281.67999267578125
2020-11-30 23:52:00,281.2799987792969
2020-11-30 23:53:00,281.0
2020-11-30 23:54:00,280.8599853515625
2020-11-30 23:55:00,280.8599853515625
2020-11-30 23:56:00,281.2200012207031
2020-11-30 23:57:00,280.3550109863281
2020-11-30 23:58:00,280.1499938964844
2020-11-30 23:59:00,279.8900146484375
2020-12-01 00:00:00,279.94000244140625
2020-12-01 00:01:00,280.239990234375
2020-12-01 00:02:00,279.989990234375
2020-12-01 00:03:00,279.44500732421875
2020-12-01 00:04:00,279.2049865722656
2020-12-01 00:05:00,279.3249969482422
2020-12-01 00:06:00,279.29998779296875
2020-12-01 00:07:00,278.9700012207031
2020-12-01 00:08:00,278.5150146484375
2020-12-01 00:09:00,278.5849914550781
2020-12-01 00:10:00,279.260009765625
2020-12-01 00:11:00,279.19000244140625
2020-12-01 00:12:00,278.75
2020-12-01 00:13:00,279.43499755859375
2020-12-01 00:14:00,279.1300048828125
2020-12-01 00:15:00,279.69000244140625
2020-12-01 00:16:00,279.7900085449219
2020-12-01 00:17:00,279.55999755859375
2020-12-01 00:18:00,279.4599914550781
2020-12-01 00:19:00,279.4949951171875
2020-12-01 00:20:00,279.80999755859375
2020-12-01 00:21:00,279.3999938964844
2020-12-01 00:22:00,279.3800048828125
2020-12-01 00:23:00,279.8900146484375
2020-12-01 00:24:00,280.3900146484375
2020-12-01 00:25:00,279.7900085449219
2020-12-01 00:26:00,279.94000244140625
2020-12-01 00:27:00,280.29998779296875
2020-12-01 00:28:00,279.44000244140625
2020-12-01 00:29:00,279.6300048828125
2020-12-01 00:30:00,279.80999755859375
2020-12-01 00:31:00,280.0450134277344
2020-12-01 00:32:00,280.1700134277344
2020-12-01 00:33:00,280.44000244140625
2020-12-01 00:34:00,279.7699890136719
2020-12-01 00:35:00,279.6099853515625
2020-12-01 00:36:00,279.8599853515625
2020-12-01 00:37:00,279.739990234375
2020-12-01 00:38:00,279.4599914550781
2020-12-01 00:39:00,279.4750061035156
2020-12-01 00:40:00,279.4800109863281
2020-12-01 00:41:00,279.15478515625
2020-12-01 00:42:00,278.7699890136719
2020-12-01 00:43:00,278.9100036621094
2020-12-01 00:44:00,278.0450134277344
2020-12-01 00:45:00,277.7850036621094
2020-12-01 00:46:00,278.92999267578125
2020-12-01 00:47:00,278.93499755859375
2020-12-01 00:48:00,279.1700134277344
2020-12-01 00:49:00,279.2349853515625
2020-12-01 00:50:00,279.2503967285156
2020-12-01 00:51:00,279.2300109863281
2020-12-01 00:52:00,279.2402038574219
2020-12-01 00:53:00,279.8299865722656
2020-12-01 00:54:00,279.29998779296875
2020-12-01 00:55:00,279.0899963378906
2020-12-01 00:56:00,279.30999755859375
2020-12-01 00:57:00,279.7099914550781
2020-12-01 00:58:00,280.2200012207031
2020-12-01 00:59:00,279.9849853515625
2020-12-01 01:00:00,280.1050109863281
2020-12-01 01:01:00,280.2550048828125
2020-12-01 01:02:00,279.8500061035156
2020-12-01 01:03:00,279.80499267578125
2020-12-01 01:04:00,280.0899963378906
2020-12-01 01:05:00,280.0799865722656
2020-12-01 01:06:00,279.9599914550781
2020-12-01 01:07:00,280.1099853515625
2020-12-01 01:08:00,279.989990234375
2020-12-01 01:09:00,280.0400085449219
2020-12-01 01:10:00,280.5950012207031
2020-12-01 01:11:00,280.29998779296875
2020-12-01 01:12:00,280.1400146484375
2020-12-01 01:13:00,280.2300109863281
2020-12-01 01:14:00,280.0350036621094
2020-12-01 01:15:00,280.19000244140625
2020-12-01 01:16:00,280.25
2020-12-01 01:17:00,279.489990234375
2020-12-01 01:18:00,279.3599853515625
2020-12-01 01:19:00,279.7200012207031
2020-12-01 01:20:00,279.3399963378906
2020-12-01 01:21:00,279.0101013183594
2020-12-01 01:22:00,278.1300048828125
2020-12-01 01:23:00,277.92999267578125
2020-12-01 01:24:00,278.1449890136719
2020-12-01 01:25:00,277.30999755859375
2020-12-01 01:26:00,277.8299865722656
2020-12-01 01:27:00,277.5899963378906
2020-12-01 01:28:00,278.2699890136719
2020-12-01 01:29:00,278.3599853515625
2020-12-01 01:30:00,278.3999938964844
2020-12-01 01:31:00,278.239990234375
2020-12-01 01:32:00,278.0899963378906
2020-12-01 01:33:00,277.6000061035156
2020-12-01 01:34:00,277.55999755859375
2020-12-01 01:35:00,277.94000244140625
2020-12-01 01:36:00,278.0849914550781
2020-12-01 01:37:00,278.30999755859375
2020-12-01 01:38:00,278.010009765625
2020-12-01 01:39:00,277.7699890136719
2020-12-01 01:40:00,277.739990234375
2020-12-01 01:41:00,277.8599853515625
2020-12-01 01:42:00,278.1700134277344
2020-12-01 01:43:00,278.01499938964844
2020-12-01 01:44:00,278.42999267578125
2020-12-01 01:45:00,278.6400146484375
2020-12-01 01:46:00,278.9700012207031
2020-12-01 01:47:00,278.7049865722656
2020-12-01 01:48:00,278.8500061035156
2020-12-01 01:49:00,278.7200012207031
2020-12-01 01:50:00,278.92498779296875
2020-12-01 01:51:00,279.1300048828125
2020-12-01 01:52:00,279.1050109863281
2020-12-01 01:53:00,279.07000732421875
2020-12-01 01:54:00,279.08750915527344
2020-12-01 01:55:00,279.2699890136719
2020-12-01 01:56:00,279.385009765625
2020-12-01 01:57:00,280.05999755859375
2020-12-01 01:58:00,279.864990234375
2020-12-01 01:59:00,279.6300048828125
2020-12-01 02:00:00,279.3999938964844
2020-12-01 02:01:00,279.1600036621094
2020-12-01 02:02:00,278.7900085449219
2020-12-01 02:03:00,278.70001220703125
2020-12-01 02:04:00,278.6099853515625
2020-12-01 02:05:00,278.6000061035156
2020-12-01 02:06:00,278.635009765625
2020-12-01 02:07:00,278.6499938964844
2020-12-01 02:08:00,278.760009765625
2020-12-01 02:09:00,278.8999938964844
2020-12-01 02:10:00,278.8300018310547
2020-12-01 02:11:00,278.54998779296875
2020-12-01 02:12:00,278.4200134277344
2020-12-01 02:13:00,278.7900085449219
2020-12-01 02:14:00,278.8999938964844
2020-12-01 02:15:00,278.6400146484375
2020-12-01 02:16:00,279.0
2020-12-01 02:17:00,278.989990234375
2020-12-01 02:18:00,278.7799987792969
2020-12-01 02:19:00,278.25
2020-12-01 02:20:00,278.2699890136719
2020-12-01 02:21:00,278.30999755859375
2020-12-01 02:22:00,278.3299865722656
2020-12-01 02:23:00,278.1549987792969
2020-12-01 02:24:00,278.55499267578125
2020-12-01 02:25:00,278.239990234375
2020-12-01 02:26:00,278.2900085449219
2020-12-01 02:27:00,278.2699890136719
2020-12-01 02:28:00,278.2699890136719
2020-12-01 02:29:00,278.1099853515625
2020-12-01 02:30:00,278.5899963378906
2020-12-01 02:31:00,278.4800109863281
2020-12-01 02:32:00,278.2049865722656
2020-12-01 02:33:00,277.2699890136719
2020-12-01 02:34:00,277.322509765625
2020-12-01 02:35:00,276.8005065917969
2020-12-01 02:36:00,276.57501220703125
2020-12-01 02:37:00,277.5
2020-12-01 02:38:00,277.260009765625
2020-12-01 02:39:00,277.2749938964844
2020-12-01 02:40:00,276.8599853515625
2020-12-01 02:41:00,277.0
2020-12-01 02:42:00,277.04998779296875
2020-12-01 02:43:00,277.0450134277344
2020-12-01 02:44:00,276.8999938964844
2020-12-01 02:45:00,277.1000061035156
2020-12-01 02:46:00,276.885009765625
2020-12-01 02:47:00,277.1050109863281
2020-12-01 02:48:00,277.010009765625
2020-12-01 02:49:00,277.05751037597656
2020-12-01 02:50:00,277.0950012207031
2020-12-01 02:51:00,277.06500244140625
2020-12-01 02:52:00,277.04998779296875
2020-12-01 02:53:00,277.30999755859375
2020-12-01 02:54:00,277.0
2020-12-01 02:55:00,277.0249938964844
2020-12-01 02:56:00,277.04998779296875
2020-12-01 02:57:00,276.8699951171875
2020-12-01 02:58:00,276.8999938964844
2020-12-01 02:59:00,276.8900146484375
2020-12-01 03:00:00,276.80999755859375
2020-12-01 03:01:00,277.25
2020-12-01 03:02:00,277.0299987792969
2020-12-01 03:03:00,276.92999267578125
2020-12-01 03:04:00,276.7799987792969
2020-12-01 03:05:00,277.05999755859375
2020-12-01 03:06:00,277.1499938964844
2020-12-01 03:07:00,277.2799987792969
2020-12-01 03:08:00,277.0
2020-12-01 03:09:00,277.1449890136719
2020-12-01 03:10:00,276.989990234375
