Prices,upPrices,downPrices,AvgGain,AvgLoss,RS,RSI,RSI_smoothed
75.80000305175781,0.0,0.0,0.0,0.0,0.0,0.0,
75.75,0.0,-0.0500030517578125,0.0,0.0,0.0,0.0,
75.74500274658203,0.0,-0.00499725341796875,0.0,0.0,0.0,0.0,
75.66500091552734,0.0,-0.0800018310546875,0.0,0.0,0.0,0.0,
75.55609893798828,0.0,-0.1089019775390625,0.0,0.0,0.0,0.0,
75.58999633789062,0.03389739990234375,0.0,0.0,0.0,0.0,0.0,
75.63130187988281,0.0413055419921875,0.0,0.0,0.0,0.0,0.0,
75.75,0.1186981201171875,0.0,0.0,0.0,0.0,0.0,
75.67569732666016,0.0,-0.07430267333984375,0.0,0.0,0.0,0.0,
75.70999908447266,0.0343017578125,0.0,0.0,0.0,0.0,0.0,
75.69000244140625,0.0,-0.01999664306640625,0.0,0.0,0.0,0.0,
75.7300033569336,0.04000091552734375,0.0,0.0,0.0,0.0,0.0,
75.79499816894531,0.06499481201171875,0.0,0.0,0.0,0.0,0.0,
75.7699966430664,0.0,-0.02500152587890625,0.0,0.0,0.0,0.0,
75.77999877929688,0.01000213623046875,0.0,0.0,0.0,0.0,0.0,48.58408035424991
75.73999786376953,0.0,-0.04000091552734375,0.024514334542410716,0.025943211146763394,0.9449229088770323,48.58408035424992,45.791623338386565
75.69999694824219,0.0,-0.04000091552734375,0.024514334542410716,0.025228772844587053,0.9716816070849985,49.28187206257738,43.12242775828148
75.6500015258789,0.0,-0.04999542236328125,0.024514334542410716,0.027729034423828125,0.8840673702415346,46.92334171299822,39.985249737095465
75.70999908447266,0.05999755859375,0.0,0.024514334542410716,0.025585719517299106,0.9581256656017041,48.930754671829796,45.142953583807646
75.70999908447266,0.0,0.0,0.028799874441964284,0.0178070068359375,1.61733382298935,61.79318086151256,45.142953583807646
75.72000122070312,0.01000213623046875,0.0,0.026378631591796875,0.0178070068359375,1.481362467866324,59.69955969955971,46.03956120181246
75.7699966430664,0.04999542236328125,0.0,0.024142674037388394,0.0178070068359375,1.3557963030970743,57.551508223128685,50.403172529085104
75.76000213623047,0.0,-0.0099945068359375,0.019235338483537947,0.0178070068359375,1.0802117762272003,51.92797140040898,49.54069362384478
75.80999755859375,0.04999542236328125,0.0,0.019235338483537947,0.013213566371372767,1.4557264816265931,59.27885261319361,53.79952643671532
75.8499984741211,0.04000091552734375,0.0,0.020356314522879466,0.013213566371372767,1.5405617189755436,60.63862599633123,56.93160317606498
75.87999725341797,0.029998779296875,0.0,0.02321352277483259,0.011785234723772322,1.9697123832423935,66.32670538592095,59.16729751055605
75.88719940185547,0.0072021484375,0.0,0.02249908447265625,0.011785234723772322,1.909090909090909,65.625,59.70807045446003
75.87660217285156,0.0,-0.01059722900390625,0.01837103707449777,0.011785234723772322,1.5588180893369092,60.91945714440609,58.48081441717788
75.91000366210938,0.0334014892578125,0.0,0.01837103707449777,0.010756356375558036,1.7079238018036276,63.07133903347116,61.18863131399368
75.94999694824219,0.0399932861328125,0.0,0.02004241943359375,0.010756356375558036,1.8633093525179856,65.07537688442211,64.19933173947618
75.9530029296875,0.0030059814453125,0.0,0.022899082728794644,0.007899148123604911,2.8989306657468092,74.35194196231089,64.42272248910466
75.95870208740234,0.00569915771484375,0.0,0.023113795689174106,0.005041939871651786,4.584306095979247,82.09267216351179,64.8702891114175
75.99099731445312,0.03229522705078125,0.0,0.02352087838309152,0.0014708382742745535,15.99147832530567,94.11469690361972,67.37494775908742
75.94000244140625,0.0,-0.050994873046875,0.021542140415736606,0.0014708382742745535,14.64616524638755,93.6086575576026,60.0896620611161
75.9800033569336,0.04000091552734375,0.0,0.021542140415736606,0.005113329206194196,4.212938292656933,80.81696072618732,63.4300761168423
76.05000305175781,0.06999969482421875,0.0,0.023684910365513394,0.005113329206194196,4.631994031759565,82.24429936607058,68.41250374673292
76.0199966430664,0.0,-0.03000640869140625,0.025113786969866072,0.005113329206194196,4.911435574976021,83.08363531469162,64.3642808149399
76.08000183105469,0.06000518798828125,0.0,0.025113786969866072,0.006542750767299107,3.8384141262701985,79.33207092442761,68.39221579376023
76.02999877929688,0.0,-0.0500030517578125,0.025828770228794644,0.006542750767299107,3.9476928202565387,79.78855930776741,62.093717997234286
76.01730346679688,0.0,-0.0126953125,0.02297156197684152,0.010114397321428572,2.271174568965517,69.42994086933606,60.568579566949666
75.98999786376953,0.0,-0.02730560302734375,0.02082879202706473,0.011021205357142858,1.8898833069620251,65.39652664898622,57.30817681142341
75.94139862060547,0.0,-0.0485992431640625,0.02031435285295759,0.012971605573381697,1.5660631012897535,61.0297969875573,51.948268545047526
75.97000122070312,0.02860260009765625,0.0,0.02031435285295759,0.01568603515625,1.2950597554196777,56.428149740391454,54.63732612704841
75.94000244140625,0.0,-0.029998779296875,0.019971575055803572,0.01568603515625,1.2732073374096722,56.00929208949749,51.38911006389174
75.97000122070312,0.029998779296875,0.0,0.017114911760602678,0.017828805106026784,0.9599584301259323,48.97850971585415,54.314087114444966
75.97000122070312,0.0,0.0,0.01904296875,0.017828805106026784,1.0681012348697885,51.64646763227904,54.314087114444966
75.99749755859375,0.027496337890625,0.0,0.01863588605608259,0.017828805106026784,1.045268370216408,51.10666088801877,57.06062295349067
75.95359802246094,0.0,-0.0438995361328125,0.018293108258928572,0.017828805106026784,1.0260423034600807,50.642689035061245,51.715101206953605
76.00090026855469,0.04730224609375,0.0,0.018293108258928572,0.017321995326450894,1.0560624174164726,51.363344248248005,56.449386098525736
