Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-25,0.0,0.05546712502837181,0.05546712502837181,0.05546712502837181,18000,0.0,0.0
1980-03-26,0.05546712502837181,0.05546712502837181,0.05546712502837181,0.05546712502837181,0,0.0,0.0
1980-03-27,0.05546712502837181,0.05546712502837181,0.05546712502837181,0.05546712502837181,0,0.0,0.0
1980-03-28,0.0,0.053277637809515,0.053277637809515,0.053277637809515,3600,0.0,0.0
1980-03-31,0.053277637809515,0.053277637809515,0.053277637809515,0.053277637809515,0,0.0,0.0
1980-04-01,0.0,0.053642548620700836,0.053642548620700836,0.053642548620700836,10800,0.0,0.0
1980-04-02,0.053642548620700836,0.053642548620700836,0.053642548620700836,0.053642548620700836,0,0.0,0.0
1980-04-03,0.053642548620700836,0.053642548620700836,0.053642548620700836,0.053642548620700836,0,0.0,0.0
1980-04-07,0.053642548620700836,0.053642548620700836,0.053642548620700836,0.053642548620700836,0,0.0,0.0
1980-04-08,0.053642548620700836,0.053642548620700836,0.053642548620700836,0.053642548620700836,0,0.0,0.0
1980-04-09,0.053642548620700836,0.053642548620700836,0.053642548620700836,0.053642548620700836,0,0.0,0.0
1980-04-10,0.053642548620700836,0.053642548620700836,0.053642548620700836,0.053642548620700836,0,0.0,0.0
1980-04-11,0.053642548620700836,0.053642548620700836,0.053642548620700836,0.053642548620700836,0,0.0,0.0
1980-04-14,0.0,0.053642548620700836,0.053642548620700836,0.053642548620700836,3600,0.0,0.0
1980-04-15,0.053642548620700836,0.053642548620700836,0.053642548620700836,0.053642548620700836,0,0.0,0.0
1980-04-16,0.0,0.052912700921297066,0.052912700921297066,0.05291270092129707,3600,0.0,0.0
1980-04-17,0.0,0.05346010252833366,0.05346010252833366,0.053460102528333664,7200,0.0,0.0
1980-04-18,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-04-21,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-04-22,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-04-23,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-04-24,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-04-25,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-04-28,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-04-29,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-04-30,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-01,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-02,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-05,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-06,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-07,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-08,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-09,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-12,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-13,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-14,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-15,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-16,0.05346010252833366,0.05346010252833366,0.05346010252833366,0.053460102528333664,0,0.0,0.0
1980-05-19,0.0,0.04926355928182602,0.04926355928182602,0.04926355928182602,3600,0.0,0.0
