Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-12,0.05417179688811302,0.054832428168515135,0.05417179688811302,0.05417179688811302,393012000,0.0,0.0
1986-03-13,0.05549306795001031,0.05615369933161584,0.05549306795001031,0.0554930679500103,125290800,0.0,0.0
1986-03-14,0.05747496709227562,0.058135598531323066,0.05747496709227562,0.05747496709227562,57866400,0.0,0.0
1986-03-17,0.05681434244961468,0.05681434244961468,0.056153710931539536,0.056153710931539536,28285200,0.0,0.0
1986-03-18,0.05549305998050186,0.05549305998050186,0.05483242869377136,0.05483242869377136,32335200,0.0,0.0
1986-03-19,0.054832439082107776,0.054832439082107776,0.05351117625832558,0.05351117625832558,22712400,0.0,0.0
1986-03-20,0.05351117625832558,0.054171807670216676,0.05351117625832558,0.05351117625832558,17787600,0.0,0.0
1986-03-21,0.05285054745565349,0.05285054745565349,0.051529284566640854,0.051529284566640854,16232400,0.0,0.0
1986-03-24,0.051529284566640854,0.052189916011147176,0.051529284566640854,0.051529284566640854,20736000,0.0,0.0
1986-03-25,0.051529284566640854,0.052189916011147176,0.051529284566640854,0.051529284566640854,21675600,0.0,0.0
1986-03-26,0.05218992382287979,0.05351118690965769,0.05218992382287979,0.05218992382287979,23328000,0.0,0.0
1986-03-27,0.05417179688811302,0.05549305944891724,0.05417179688811302,0.05417179688811302,21513600,0.0,0.0
1986-03-31,0.05483242869377136,0.05549305998050186,0.05483242869377136,0.05483242869377136,9882000,0.0,0.0
1986-04-01,0.05285055536626874,0.05285055536626874,0.05218992382287979,0.05218992382287979,20314800,0.0,0.0
1986-04-02,0.052189916011147176,0.05285054745565349,0.051529284566640854,0.051529284566640854,12960000,0.0,0.0
1986-04-03,0.05351117625832558,0.054832439082107776,0.05351117625832558,0.05351117625832558,11955600,0.0,0.0
1986-04-04,0.05351118340334905,0.054171814903450265,0.05285055190324784,0.05285055190324783,10659600,0.0,0.0
1986-04-07,0.05351117625832558,0.054171807670216676,0.05351117625832558,0.05351117625832558,9007200,0.0,0.0
1986-04-08,0.05351117625832558,0.054832439082107776,0.05351117625832558,0.05351117625832558,15001200,0.0,0.0
1986-04-09,0.05351117625832558,0.054171807670216676,0.05351117625832558,0.05351117625832558,8942400,0.0,0.0
1986-04-10,0.05351117625832558,0.054171807670216676,0.05351117625832558,0.05351117625832558,9428400,0.0,0.0
1986-04-11,0.05483242869377136,0.05549305998050186,0.05483242869377136,0.05483242869377136,18273600,0.0,0.0
1986-04-14,0.05483242869377136,0.05549305998050186,0.05483242869377136,0.05483242869377136,46785600,0.0,0.0
1986-04-15,0.054832436568404766,0.05549306795001031,0.054832436568404766,0.0554930679500103,12020400,0.0,0.0
1986-04-16,0.055493062457203014,0.058135587722063065,0.054832431140988,0.058135587722063065,22550400,0.0,0.0
1986-04-17,0.05813560253811784,0.06342066079378128,0.05813560253811784,0.06342066079378128,19699200,0.0,0.0
1986-04-18,0.0634206631648275,0.07002698463663337,0.0634206631648275,0.068705715239048,27799200,0.0,0.0
1986-04-21,0.06870568493532396,0.07630295350966639,0.0680450537174282,0.07531200349330902,33534000,0.0,0.0
1986-04-22,0.07531202336431726,0.07531202336431726,0.07068760361889802,0.07134823501110077,38264400,0.0,0.0
1986-04-23,0.07134821347449029,0.07134821347449029,0.06936631351709366,0.06936631351709366,4114800,0.0,0.0
1986-04-24,0.06936632308276075,0.07068759202957153,0.06936632308276075,0.07068759202957153,10789200,0.0,0.0
1986-04-25,0.07068760768170367,0.07200887054204941,0.07068760768170367,0.07200887054204941,4633200,0.0,0.0
